,docno,qid,rank,score,new_score
2154,111_s3989,q7,4719.0,1,
2155,111_hr5492,q7,4722.0,1,
2156,111_hr2274,q7,4727.0,1,
2157,111_hr5941,q7,4729.0,1,
2158,111_s954,q7,4740.0,1,
2159,111_hr2095,q7,4745.0,1,
2160,111_hr1387,q7,4748.0,1,
2161,111_s1726,q7,4757.0,1,
2162,111_hr3040,q7,4767.0,1,
2163,111_s3494,q7,4772.0,1,
2164,111_hr6566,q7,4775.0,1,
2165,111_hr2418,q7,4786.0,1,
2166,111_hr4080,q7,4788.0,1,
2167,111_hr5667,q7,4789.0,2,
2168,111_hr6085,q7,4794.0,2,
2169,111_s2924,q7,4795.0,2,
2170,111_hr1076,q7,4800.0,2,
2171,111_s3397,q7,4804.0,2,
2172,111_hr738,q7,4814.0,2,
2173,111_hr5645,q7,4833.0,2,
2174,111_s3166,q7,4853.0,2,
2175,111_s4037,q7,4854.0,2,
2176,111_s418,q7,4858.0,2,
2177,111_hr2209,q7,4862.0,2,
2178,111_hr5916,q7,4863.0,2,
2179,111_hr1992,q7,4864.0,2,
2180,111_s3017,q7,4870.0,2,
2181,111_s1959,q7,4872.0,2,
2182,111_hr4368,q7,4875.0,2,
2183,111_s3278,q7,4878.0,2,
2184,111_hr2289,q7,4883.0,2,
2185,111_hr5875,q7,4884.0,2,
2186,111_hr2985,q7,4886.0,2,
2187,111_s1067,q7,4888.0,2,
2188,111_hr5640,q7,4899.0,2,
2189,111_hr6235,q7,4900.0,2,
2190,111_hr4596,q7,4902.0,2,
2191,111_hr1448,q7,4911.0,2,
2192,111_hr5347,q7,4925.0,2,
2193,111_hr4650,q7,4930.0,2,
2194,111_s839,q7,4961.0,2,
2195,111_hr2478,q7,4964.0,2,
2196,111_s657,q7,4965.0,2,
2197,111_hr4153,q7,4982.0,2,
2198,111_hr5410,q7,4986.0,2,
2199,111_s1190,q7,4993.0,2,
2200,111_hr3375,q7,4994.0,2,
2201,111_hr808,q7,4995.0,2,
2202,111_hr4318,q7,4999.0,2,
2203,111_hr3990,q7,5001.0,2,
2204,111_hr5097,q7,5008.0,2,
2205,111_s3880,q7,5013.0,2,
2206,111_s3841,q7,5015.0,2,
2207,111_hr3679,q7,5022.0,2,
2208,111_s656,q7,5027.0,2,
2209,111_hr6456,q7,5032.0,2,
2210,111_s3427,q7,5036.0,2,
2211,111_hr4429,q7,5045.0,2,
2212,111_s3055,q7,5052.0,2,
2213,111_hr2222,q7,5055.0,2,
2214,111_hr997,q7,5057.0,2,
2215,111_hr5708,q7,5059.0,2,
2216,111_s3022,q7,5063.0,2,
2217,111_hr4199,q7,5068.0,2,
2218,111_s445,q7,5072.0,2,
2219,111_s3960,q7,5074.0,2,
2220,111_hr4649,q7,5079.0,2,
2221,111_s4051,q7,5082.0,2,
2222,111_s114,q7,5088.0,2,
2223,111_s2930,q7,5089.0,2,
2224,111_hr5467,q7,5091.0,2,
2225,111_hr4513,q7,5092.0,2,
2226,111_hr1822,q7,5094.0,2,
2227,111_hr3222,q7,5095.0,2,
2228,111_hr5747,q7,5096.0,2,
2229,111_hr6153,q7,5098.0,2,
2230,111_s195,q7,5101.0,2,
2231,111_hr6347,q7,5335.0,2,
2232,111_hr6277,q7,5336.0,2,
2233,111_s3311,q7,5337.0,2,
2234,111_hr4335,q7,5353.0,2,
2235,111_hr4328,q7,5354.0,2,
2236,111_hr3133,q7,5356.0,2,
2237,111_s4039,q7,5359.0,2,
2238,111_hr2241,q7,5387.0,2,
2239,111_s3941,q7,5392.0,2,
2240,111_s3151,q7,5410.0,2,
2241,111_s3854,q7,5411.0,2,
2242,111_hr3550,q7,5416.0,2,
2243,111_hr3752,q7,5417.0,2,
2244,111_hr6019,q7,5426.0,2,
2245,111_hr5197,q7,5427.0,2,
2246,111_hr4000,q7,5428.0,2,
2247,111_s3437,q7,5431.0,2,
2248,111_hr5300,q7,5437.0,2,
2249,111_hr6242,q7,5443.0,2,
2250,111_hr1843,q7,5457.0,2,
2251,111_hr1288,q7,5459.0,2,
2252,111_hr5321,q7,5460.0,2,
2253,111_s906,q7,5462.0,2,
2254,111_hr4458,q7,5476.0,2,
2255,111_s4033,q7,5477.0,2,
2256,111_hr5714,q7,5478.0,2,
2257,111_hr2893,q7,5479.0,2,
2258,111_s3546,q7,5488.0,2,
2259,111_s3739,q7,5498.0,2,
2260,111_hr5884,q7,5503.0,2,
2261,111_hr2027,q7,5514.0,2,
2262,111_hr5546,q7,5515.0,2,
2263,111_hr1466,q7,5525.0,2,
2264,111_s2774,q7,5527.0,2,
2265,111_s4032,q7,5529.0,2,
2266,111_hr5925,q7,5530.0,2,
2267,111_hr4535,q7,5531.0,2,
2268,111_s3238,q7,5532.0,2,
2269,111_hr5972,q7,5553.0,2,
2270,111_s1930,q7,5558.0,2,
2271,111_hr3901,q7,5559.0,2,
2272,111_hr3145,q7,5562.0,2,
2273,111_hr6361,q7,5564.0,2,
2274,111_s151,q7,5565.0,2,
2275,111_hr1873,q7,5575.0,2,
2276,111_s2838,q7,5578.0,2,
2277,111_hr2825,q7,5580.0,2,
2278,111_hr1609,q7,5583.0,2,
2279,111_hr5033,q7,5591.0,2,
2280,111_s2973,q7,5596.0,2,
2281,111_hr3623,q7,5599.0,2,
2282,111_hr2984,q7,5601.0,2,
2283,111_hr2702,q7,5602.0,2,
2284,111_hr1191,q7,5607.0,2,
2285,111_s3214,q7,5609.0,2,
2286,111_hr2789,q7,5610.0,2,
2287,111_hr2111,q7,5628.0,2,
2288,111_hr1159,q7,5631.0,2,
2289,111_hr560,q7,5633.0,2,
2290,111_hr44,q7,5635.0,2,
2291,111_s3632,q7,5640.0,2,
2292,111_hr5622,q7,5642.0,2,
2293,111_hr5409,q7,5643.0,2,
2294,111_hr5065,q7,5646.0,2,
2295,111_s1699,q7,5650.0,2,
2296,111_s500,q7,5653.0,2,
2297,111_s3805,q7,5657.0,2,
2298,111_s2336,q7,5661.0,2,
2299,111_hr6305,q7,5669.0,2,
2300,111_s2934,q7,5672.0,2,
2301,111_s1132,q7,5685.0,2,
2302,111_hr4961,q7,5691.0,2,
2303,111_hr3582,q7,5692.0,2,
2304,111_s1242,q7,5693.0,2,
2305,111_hr2798,q7,5694.0,2,
2306,111_hr1202,q7,5698.0,2,
2307,111_s298,q7,5699.0,2,
2308,111_hr2324,q7,5701.0,2,
2309,111_hr4088,q7,5704.0,2,
2310,111_s3273,q7,5708.0,2,
2311,111_hr277,q7,5711.0,2,
2312,111_hr4390,q7,5714.0,2,
2313,111_hr36,q7,5720.0,2,
2314,111_s3928,q7,5725.0,2,
2315,111_hr5675,q7,5727.0,2,
2316,111_hr5032,q7,5728.0,2,
2317,111_hr2568,q7,5735.0,2,
2318,111_hr2196,q7,5737.0,2,
2319,111_s4050,q7,5742.0,2,
2320,111_hr6365,q7,5746.0,2,
2321,111_s3881,q7,5748.0,2,
2322,111_hr4941,q7,5750.0,2,
2323,111_s3049,q7,5751.0,2,
2324,111_hr2861,q7,5753.0,2,
2325,111_hr2134,q7,5766.0,2,
2326,111_hr999,q7,5772.0,2,
2327,111_hr4892,q7,5773.0,2,
2328,111_s1383,q7,5775.0,2,
2329,111_s1047,q7,5776.0,2,
2330,111_s3081,q7,5782.0,2,
2331,111_hr4496,q7,5785.0,2,
2332,111_hr5809,q7,5791.0,2,
2333,111_hr5363,q7,5794.0,2,
2334,111_hr3632,q7,5798.0,2,
2335,111_hr1211,q7,5803.0,2,
2336,111_s3572,q7,5804.0,2,
2337,111_hr5044,q7,5806.0,2,
2338,111_hr5618,q7,5823.0,2,
2339,111_s30,q7,5829.0,2,
2340,111_hr3381,q7,5844.0,2,
2341,111_s2968,q7,5851.0,2,
2342,111_hr81,q7,5861.0,2,
2343,111_hr6198,q7,5862.0,2,
2344,111_hr4684,q7,5890.0,2,
2345,110_s3677,q7,5951.0,2,
2346,110_hr2466,q7,5952.0,2,
2347,110_hr1592,q7,5953.0,2,
2348,110_hr638,q7,5956.0,2,
2349,110_hr3142,q7,5959.0,2,
2350,110_hr6491,q7,5965.0,2,
2351,110_s1105,q7,5966.0,2,
2352,110_s2213,q7,5967.0,2,
2353,110_s3348,q7,5977.0,2,
2354,110_s1528,q7,5980.0,2,
2355,110_s2304,q7,5982.0,2,
2356,110_s3007,q7,5990.0,2,
2357,110_s3014,q7,5993.0,2,
2358,110_hr6172,q7,6006.0,2,
2359,110_hr254,q7,6028.0,2,
2360,110_s368,q7,6044.0,2,
2361,110_hr1700,q7,6045.0,2,
2362,110_hr2254,q7,6049.0,2,
2363,110_hr7042,q7,6067.0,2,
2364,110_hr3806,q7,6068.0,2,
2365,110_s2168,q7,6070.0,2,
2366,110_s1965,q7,6075.0,2,
2367,110_hr3187,q7,6076.0,2,
2368,110_s2807,q7,6082.0,2,
2369,110_hr3851,q7,6086.0,2,
2370,110_hr3147,q7,6090.0,2,
2371,110_s3313,q7,6092.0,2,
2372,110_hr4818,q7,6099.0,2,
2373,110_hr6954,q7,6103.0,2,
2374,110_hr3850,q7,6104.0,2,
2375,110_hr1118,q7,6114.0,2,
2376,110_s2463,q7,6120.0,2,
2377,110_hr3376,q7,6123.0,2,
2378,110_hr6095,q7,6124.0,2,
2379,110_hr2399,q7,6125.0,2,
2380,110_s3540,q7,6127.0,2,
2381,110_hr3148,q7,6129.0,2,
2382,110_hr2438,q7,6131.0,2,
2383,110_hr2703,q7,6138.0,2,
2384,110_hr6141,q7,6146.0,2,
2385,110_s3378,q7,6163.0,2,
2386,110_hr2352,q7,6169.0,2,
2387,110_hr2290,q7,6171.0,2,
2388,110_s1235,q7,6187.0,2,
2389,110_hr836,q7,6194.0,2,
2390,110_hr5915,q7,6199.0,2,
2391,110_hr2518,q7,6205.0,2,
2392,110_hr893,q7,6207.0,2,
2393,110_hr1525,q7,6208.0,2,
2394,110_hr3531,q7,6209.0,2,
2395,110_hr253,q7,6212.0,2,
2396,110_hr937,q7,6213.0,2,
2397,110_s2717,q7,6220.0,2,
2398,110_s1812,q7,6228.0,2,
2399,110_hr6416,q7,6229.0,2,
2400,110_hr916,q7,6230.0,2,
2401,110_hr955,q7,6236.0,2,
2402,110_hr2517,q7,6238.0,2,
2403,110_hr6842,q7,6239.0,2,
2404,110_hr4120,q7,6241.0,2,
2405,110_hr2611,q7,6243.0,2,
2406,110_hr3835,q7,6246.0,2,
2407,110_hr3797,q7,6248.0,2,
2408,110_hr1255,q7,6256.0,2,
2409,110_hr4063,q7,6257.0,2,
2410,110_s1685,q7,6262.0,2,
2411,110_s431,q7,6268.0,2,
2412,110_hr5811,q7,6277.0,2,
2413,110_hr719,q7,6280.0,2,
2414,110_hr1149,q7,6303.0,2,
2415,110_s2135,q7,6310.0,2,
2416,110_hr3146,q7,6315.0,2,
2417,110_hr3461,q7,6325.0,2,
2418,110_hr3168,q7,6326.0,2,
2419,110_hr5829,q7,6330.0,2,
2420,110_hr4102,q7,6336.0,2,
2421,110_s2720,q7,6341.0,2,
2422,110_hr3432,q7,6345.0,2,
2423,110_hr7263,q7,6351.0,2,
2424,110_hr2995,q7,6354.0,2,
2425,110_s2577,q7,6359.0,2,
2426,110_s1944,q7,6360.0,2,
2427,110_hr5938,q7,6361.0,2,
2428,110_hr7227,q7,6367.0,2,
2429,110_s2455,q7,6368.0,2,
2430,110_s3598,q7,6373.0,2,
2431,110_hr4300,q7,6378.0,2,
2432,110_hr2542,q7,6380.0,2,
2433,110_s3666,q7,6385.0,2,
2434,110_hr6808,q7,6392.0,2,
2435,110_hr522,q7,6394.0,2,
2436,110_hr2220,q7,6396.0,2,
2437,110_s2709,q7,6404.0,2,
2438,110_s3379,q7,6413.0,2,
2439,110_s1691,q7,6414.0,2,
2440,110_s682,q7,6416.0,2,
2441,110_hr6295,q7,6417.0,2,
2442,110_hr7099,q7,6435.0,2,
2443,110_hr7225,q7,6440.0,2,
2444,110_hr2522,q7,6459.0,2,
2445,110_hr3653,q7,6461.0,2,
2446,110_s1374,q7,6463.0,2,
2447,110_hr2102,q7,6480.0,2,
2448,110_hr1746,q7,6512.0,2,
2449,110_hr4882,q7,6519.0,2,
2450,110_hr3503,q7,6524.0,2,
2451,110_hr4650,q7,6529.0,2,
2452,110_hr5646,q7,6533.0,2,
2453,110_hr6785,q7,6536.0,2,
2454,110_hr6680,q7,6538.0,2,
2455,110_hr6020,q7,6540.0,2,
2456,110_hr7245,q7,6541.0,2,
2457,110_hr202,q7,6545.0,2,
2458,110_hr5847,q7,6548.0,2,
2459,110_s1267,q7,6551.0,2,
2460,110_s656,q7,6553.0,2,
2461,110_s1557,q7,6557.0,2,
2462,110_s1320,q7,6561.0,2,
2463,110_s3351,q7,6562.0,2,
2464,110_hr2347,q7,6566.0,2,
2465,110_hr7021,q7,6570.0,2,
2466,110_hr7208,q7,6572.0,2,
2467,110_hr1000,q7,6576.0,2,
2468,110_hr7131,q7,6588.0,2,
2469,110_hr6376,q7,6595.0,2,
2470,110_hr4838,q7,6597.0,2,
2471,110_hr3791,q7,6599.0,2,
2472,110_s3217,q7,6600.0,2,
2473,110_hr5628,q7,6602.0,2,
2474,110_hr948,q7,6606.0,2,
2475,110_s850,q7,6608.0,2,
2476,110_hr6054,q7,6610.0,2,
2477,110_s3457,q7,6611.0,2,
2478,110_hr5722,q7,6615.0,2,
2479,110_hr2620,q7,6626.0,2,
2480,110_s1430,q7,6627.0,2,
2481,110_hr3130,q7,6637.0,2,
2482,110_hr5766,q7,6638.0,2,
2483,110_hr2455,q7,6640.0,2,
2484,110_hr1062,q7,6642.0,2,
2485,110_hr2761,q7,6735.0,2,
2486,110_hr6110,q7,6771.0,2,
2487,110_hr4283,q7,6873.0,2,
2488,110_hr837,q7,6876.0,2,
2489,110_hr2726,q7,6894.0,2,
2490,110_hr2425,q7,6895.0,2,
2491,110_hr2030,q7,6898.0,2,
2492,110_hr2554,q7,6935.0,2,
2493,110_hr2109,q7,6936.0,2,
2494,110_hr1739,q7,6939.0,2,
2495,110_hr6934,q7,6962.0,2,
2496,110_hr4097,q7,6963.0,2,
2497,110_hr3211,q7,6974.0,2,
2498,110_s2274,q7,6975.0,2,
2499,110_hr6769,q7,6985.0,2,
2500,110_hr348,q7,7000.0,2,
2501,110_hr2610,q7,7003.0,2,
2502,110_hr1397,q7,7041.0,2,
2503,110_hr2140,q7,7042.0,2,
2504,110_hr1695,q7,7048.0,2,
2505,110_hr6023,q7,7077.0,2,
2506,110_s3219,q7,7080.0,2,
2507,110_hr3424,q7,7081.0,2,
2508,110_s2470,q7,7114.0,2,
2509,110_hr5898,q7,7144.0,2,
2510,110_hr2074,q7,7145.0,2,
2511,110_hr2564,q7,7146.0,2,
2512,110_hr270,q7,7148.0,2,
2513,110_hr14,q7,7149.0,2,
2514,110_hr5038,q7,7151.0,2,
2515,110_s3634,q7,7154.0,2,
2516,110_hr7033,q7,7155.0,2,
2517,110_s2912,q7,7158.0,2,
2518,110_hr5167,q7,7160.0,2,
2519,110_s1891,q7,7175.0,2,
2520,110_hr11,q7,7190.0,2,
2521,110_hr263,q7,7192.0,2,
2522,110_hr3844,q7,7193.0,2,
2523,110_hr3346,q7,7194.0,2,
2524,110_s3470,q7,7199.0,2,
2525,110_s2515,q7,7207.0,2,
2526,110_s889,q7,7220.0,2,
2527,110_s2769,q7,7231.0,2,
2528,110_hr2740,q7,7238.0,2,
2529,110_hr6647,q7,7241.0,2,
2530,110_hr4049,q7,7264.0,2,
2531,110_s1240,q7,7265.0,2,
2532,110_hr6663,q7,7268.0,2,
2533,110_hr6492,q7,7269.0,2,
2534,110_s2147,q7,7270.0,2,
2535,110_hr852,q7,7271.0,2,
2536,110_hr6621,q7,7275.0,2,
2537,110_s2526,q7,7284.0,2,
2538,110_s1228,q7,7296.0,2,
2539,110_hr1318,q7,7298.0,2,
2540,110_hr1943,q7,7300.0,2,
2541,110_s3541,q7,7303.0,2,
2542,110_hr6449,q7,7314.0,2,
2543,110_s2800,q7,7319.0,2,
2544,110_hr4219,q7,7326.0,2,
2545,110_s1520,q7,7334.0,2,
2546,110_s1028,q7,7337.0,2,
2547,110_hr6869,q7,7348.0,2,
2548,110_hr5537,q7,7349.0,2,
2549,110_hr3244,q7,7351.0,2,
2550,110_hr659,q7,7352.0,2,
2551,110_hr6921,q7,7353.0,2,
2552,110_hr3321,q7,7354.0,2,
2553,110_hr4775,q7,7357.0,2,
2554,110_hr6878,q7,7363.0,2,
2555,110_hr5533,q7,7371.0,2,
2556,110_s2738,q7,7374.0,2,
2557,110_s2423,q7,7378.0,2,
2558,110_hr2128,q7,7380.0,2,
2559,110_hr3638,q7,7381.0,2,
2560,110_s1971,q7,7387.0,2,
2561,110_s1479,q7,7392.0,2,
2562,110_hr1837,q7,7396.0,2,
2563,110_hr1292,q7,7397.0,2,
2564,110_hr1351,q7,7398.0,2,
2565,110_hr785,q7,7400.0,2,
2566,110_s699,q7,7401.0,2,
2567,110_hr7136,q7,7407.0,2,
2568,110_s3524,q7,7408.0,2,
2569,110_hr3327,q7,7411.0,2,
2570,110_hr4014,q7,7412.0,2,
2571,110_s3543,q7,7417.0,2,
2572,110_hr5193,q7,7427.0,2,
2573,110_s2215,q7,7435.0,2,
2574,110_hr3199,q7,7439.0,2,
2575,110_hr1811,q7,7445.0,2,
2576,110_s94,q7,7450.0,2,
2577,110_hr6508,q7,7455.0,2,
2578,110_s3245,q7,7456.0,2,
2579,110_s2543,q7,7458.0,2,
2580,110_s3632,q7,7464.0,2,
2581,110_hr3009,q7,7466.0,2,
2582,110_s2904,q7,7467.0,2,
2583,110_hr4577,q7,7471.0,2,
2584,110_hr4660,q7,7473.0,2,
2585,110_s2421,q7,7476.0,2,
2586,110_s2015,q7,7481.0,2,
2587,110_hr3116,q7,7482.0,2,
2588,110_hr2561,q7,7483.0,2,
2589,110_s31,q7,7484.0,2,
2590,110_hr2335,q7,7486.0,2,
2591,110_hr502,q7,7495.0,2,
2592,110_s198,q7,7496.0,2,
2593,110_hr3668,q7,7498.0,2,
2594,110_hr6504,q7,7505.0,2,
2595,110_hr5929,q7,7506.0,2,
2596,110_hr5950,q7,7509.0,2,
2597,110_hr5846,q7,7511.0,2,
2598,110_hr5485,q7,7513.0,2,
2599,110_s2402,q7,7519.0,2,
2600,110_hr4073,q7,7520.0,2,
2601,110_s2285,q7,7524.0,2,
2602,110_s2241,q7,7525.0,2,
2603,110_hr3718,q7,7527.0,2,
2604,110_hr1089,q7,7534.0,2,
2605,110_hr1063,q7,7539.0,2,
2606,110_hr6392,q7,7542.0,2,
2607,110_hr6425,q7,7543.0,2,
2608,110_s3637,q7,7544.0,2,
2609,110_hr1598,q7,7556.0,2,
2610,110_s653,q7,7564.0,2,
2611,110_s430,q7,7573.0,2,
2612,110_hr7316,q7,7575.0,2,
2613,110_hr5973,q7,7582.0,2,
2614,110_s2924,q7,7583.0,2,
2615,110_hr5886,q7,7584.0,2,
2616,110_hr3253,q7,7589.0,2,
2617,110_hr3519,q7,7590.0,2,
2618,110_hr2460,q7,7591.0,2,
2619,110_hr1796,q7,7596.0,2,
2620,110_s1204,q7,7597.0,2,
2621,110_hr1484,q7,7598.0,2,
2622,110_hr1605,q7,7600.0,2,
2623,110_hr770,q7,7606.0,2,
2624,110_s369,q7,7607.0,2,
2625,110_s1255,q7,7610.0,2,
2626,110_hr464,q7,7612.0,2,
2627,110_hr6349,q7,7617.0,2,
2628,110_hr4933,q7,7621.0,2,
2629,110_hr5626,q7,7622.0,2,
2630,110_s2394,q7,7626.0,2,
2631,110_hr4091,q7,7627.0,2,
2632,110_s2243,q7,7629.0,2,
2633,110_hr1913,q7,7633.0,2,
2634,110_hr2293,q7,7634.0,2,
2635,110_hr2237,q7,7637.0,2,
2636,110_s1271,q7,7638.0,2,
2637,110_hr1805,q7,7641.0,2,
2638,110_hr1290,q7,7644.0,2,
2639,110_s705,q7,7645.0,2,
2640,110_hr7049,q7,7651.0,2,
2641,110_hr6816,q7,7652.0,2,
2642,110_s3392,q7,7654.0,2,
2643,110_hr6346,q7,7659.0,2,
2644,110_s3174,q7,7660.0,2,
2645,110_s2960,q7,7662.0,2,
2646,110_s2888,q7,7663.0,2,
2647,110_s2474,q7,7667.0,2,
2648,110_hr4231,q7,7669.0,2,
2649,110_hr3650,q7,7676.0,2,
2650,110_hr3469,q7,7678.0,2,
2651,110_hr2486,q7,7679.0,2,
2652,110_hr2647,q7,7681.0,2,
2653,110_s1004,q7,7684.0,2,
2654,110_hr803,q7,7685.0,2,
2655,110_hr746,q7,7686.0,2,
2656,110_hr1460,q7,7687.0,2,
2657,110_s795,q7,7688.0,2,
2658,110_s575,q7,7691.0,2,
2659,110_hr5982,q7,7707.0,2,
2660,110_s3127,q7,7709.0,2,
2661,110_hr5952,q7,7714.0,2,
2662,110_hr5513,q7,7718.0,2,
2663,110_hr5490,q7,7719.0,2,
2664,110_hr4194,q7,7721.0,2,
2665,110_hr4158,q7,7722.0,2,
2666,110_hr3937,q7,7724.0,2,
2667,110_hr2674,q7,7730.0,2,
2668,110_hr2271,q7,7731.0,2,
2669,110_hr2387,q7,7732.0,2,
2670,110_hr2997,q7,7733.0,2,
2671,110_s1594,q7,7735.0,2,
2672,110_hr2431,q7,7736.0,2,
2673,110_s1263,q7,7742.0,2,
2674,110_s1208,q7,7745.0,2,
2675,110_hr1756,q7,7747.0,2,
2676,110_hr360,q7,7756.0,2,
2677,110_s92,q7,7757.0,2,
2678,110_hr6600,q7,7768.0,2,
2679,110_hr5531,q7,7770.0,2,
2680,110_hr6311,q7,7772.0,2,
2681,110_hr5890,q7,7775.0,2,
2682,110_hr4183,q7,7776.0,2,
2683,110_s2544,q7,7779.0,2,
2684,110_s479,q7,7790.0,2,
2685,110_hr645,q7,7802.0,2,
2686,110_s763,q7,7803.0,2,
2687,110_hr1307,q7,7805.0,2,
2688,110_hr2003,q7,7806.0,2,
2689,110_hr1071,q7,7808.0,2,
2690,110_hr6520,q7,7811.0,2,
2691,110_hr3674,q7,7815.0,2,
2692,110_hr1944,q7,7828.0,2,
2693,110_s316,q7,7830.0,2,
2694,110_s863,q7,7832.0,2,
2695,110_hr7082,q7,7835.0,2,
2696,110_hr1717,q7,7837.0,2,
2697,110_hr6074,q7,7839.0,2,
2698,110_hr1413,q7,7844.0,2,
2699,110_hr3645,q7,7847.0,2,
2700,110_hr663,q7,7848.0,2,
2701,110_hr1352,q7,7853.0,2,
2702,110_s3370,q7,7860.0,2,
2703,110_hr2964,q7,7861.0,2,
2704,110_hr6344,q7,7863.0,2,
2705,110_hr5461,q7,7870.0,2,
2706,110_hr884,q7,7873.0,2,
2707,110_hr1357,q7,7875.0,2,
2708,110_hr3175,q7,7876.0,2,
2709,110_hr2593,q7,7877.0,2,
2710,110_hr1497,q7,7886.0,2,
2711,110_hr2165,q7,7898.0,2,
2712,110_hr1910,q7,7899.0,2,
2713,110_hr5515,q7,7904.0,2,
2714,110_hr6691,q7,7906.0,2,
2715,110_hr6984,q7,7908.0,2,
2716,110_hr3298,q7,7911.0,2,
2717,110_hr476,q7,7929.0,2,
2718,110_hr327,q7,7930.0,2,
2719,110_hr554,q7,7932.0,2,
2720,110_hr1281,q7,7944.0,2,
2721,110_hr518,q7,7947.0,2,
2722,110_s1276,q7,7956.0,2,
2723,110_hr4749,q7,7961.0,2,
2724,110_hr5983,q7,7963.0,2,
2725,110_hr4806,q7,7964.0,2,
2726,110_hr4044,q7,7965.0,2,
2727,110_hr4179,q7,7966.0,2,
2728,110_hr3495,q7,7972.0,2,
2729,110_hr2265,q7,7974.0,2,
2730,110_s3569,q7,7987.0,2,
2731,110_hr3691,q7,8014.0,2,
2732,110_s1927,q7,8015.0,2,
2733,110_hr5749,q7,8024.0,2,
2734,110_hr1252,q7,8030.0,2,
2735,110_s2982,q7,8035.0,2,
2736,104_hr2974,q7,8162.0,2,
2737,104_hr1488,q7,8169.0,2,
2738,104_s2096,q7,8171.0,2,
2739,104_hr3931,q7,8172.0,2,
2740,104_s841,q7,8181.0,2,
2741,104_hr125,q7,8183.0,2,
2742,104_hr4055,q7,8202.0,2,
2743,104_hr3533,q7,8207.0,2,
2744,104_hr711,q7,8212.0,2,
2745,104_s120,q7,8218.0,2,
2746,104_s2083,q7,8224.0,2,
2747,104_s1492,q7,8228.0,2,
2748,104_s1700,q7,8240.0,2,
2749,104_s1215,q7,8243.0,2,
2750,104_s1404,q7,8244.0,2,
2751,104_hr663,q7,8248.0,2,
2752,104_s1483,q7,8254.0,2,
2753,104_hr2996,q7,8256.0,2,
2754,104_hr4208,q7,8257.0,2,
2755,104_s1211,q7,8261.0,2,
2756,104_s974,q7,8262.0,2,
2757,104_hr4044,q7,8264.0,2,
2758,104_hr4137,q7,8266.0,2,
2759,104_hr3776,q7,8273.0,2,
2760,104_s334,q7,8276.0,2,
2761,104_hr3393,q7,8278.0,2,
2762,104_hr1414,q7,8286.0,2,
2763,104_hr3525,q7,8296.0,2,
2764,104_s2144,q7,8308.0,2,
2765,104_s1688,q7,8313.0,2,
2766,104_hr3778,q7,8334.0,2,
2767,104_s1582,q7,8338.0,2,
2768,104_s632,q7,8339.0,2,
2769,104_hr4001,q7,8341.0,2,
2770,104_s1618,q7,8342.0,2,
2771,104_hr600,q7,8351.0,2,
2772,104_hr2295,q7,8353.0,2,
2773,104_s1122,q7,8354.0,2,
2774,104_hr3456,q7,8355.0,2,
2775,104_hr1219,q7,8358.0,2,
2776,104_hr3447,q7,8361.0,2,
2777,104_s1675,q7,8362.0,2,
2778,104_hr4111,q7,8363.0,2,
2779,104_s724,q7,8372.0,2,
2780,104_hr169,q7,8378.0,2,
2781,104_hr3409,q7,8387.0,2,
2782,104_s1547,q7,8392.0,2,
2783,104_s1890,q7,8394.0,2,
2784,104_hr3206,q7,8395.0,2,
2785,104_hr3584,q7,8426.0,2,
2786,104_s890,q7,8430.0,2,
2787,104_hr3937,q7,8444.0,2,
2788,104_hr462,q7,8446.0,2,
2789,104_s866,q7,8450.0,2,
2790,104_hr3018,q7,8456.0,2,
2791,104_s1557,q7,8457.0,2,
2792,104_hr3390,q7,8458.0,2,
2793,104_s1570,q7,8462.0,2,
2794,104_s1332,q7,8467.0,2,
2795,104_hr2459,q7,8481.0,2,
2796,104_hr1484,q7,8487.0,2,
2797,104_s1525,q7,8495.0,2,
2798,104_s1275,q7,8499.0,2,
2799,104_hr123,q7,8503.0,2,
2800,104_hr554,q7,8512.0,2,
2801,104_hr4161,q7,8533.0,2,
2802,104_hr1191,q7,8544.0,2,
2803,104_hr4095,q7,8547.0,2,
2804,104_hr3850,q7,8553.0,2,
2805,104_hr78,q7,8554.0,2,
2806,104_hr345,q7,8556.0,2,
2807,104_hr3960,q7,8558.0,2,
2808,104_s1113,q7,8559.0,2,
2809,104_hr497,q7,8563.0,2,
2810,104_hr511,q7,8570.0,2,
2811,104_hr3007,q7,8574.0,2,
2812,104_s1559,q7,8575.0,2,
2813,104_hr435,q7,8581.0,2,
2814,104_hr502,q7,8582.0,2,
2815,104_s1184,q7,8583.0,2,
2816,104_s2037,q7,8586.0,2,
2817,104_s1064,q7,8587.0,2,
2818,104_hr1884,q7,8591.0,2,
2819,104_hr2164,q7,8596.0,2,
2820,104_hr11,q7,8600.0,2,
2821,104_hr3039,q7,8677.0,2,
2822,104_hr2104,q7,8805.0,2,
2823,104_hr2488,q7,8826.0,2,
2824,104_hr1403,q7,8828.0,2,
2825,104_s282,q7,8829.0,2,
2826,104_s1947,q7,8860.0,2,
2827,104_hr3983,q7,8874.0,2,
2828,104_s762,q7,8877.0,2,
2829,104_hr3239,q7,8900.0,2,
2830,104_hr892,q7,8901.0,2,
2831,104_hr1914,q7,8912.0,2,
2832,104_s892,q7,8919.0,2,
2833,104_hr2865,q7,8969.0,2,
2834,104_hr2665,q7,8971.0,2,
