,docno,qid,rank,score,new_score
3517,105_hr4290,q7,12647.0,3,
3518,105_hr2964,q7,12649.0,3,
3519,105_hr2362,q7,12670.0,3,
3520,105_hr4427,q7,12674.0,3,
3521,105_s170,q7,12678.0,3,
3522,105_s2587,q7,12680.0,3,
3523,105_s2395,q7,12688.0,3,
3524,105_hr4308,q7,12700.0,3,
3525,105_hr2673,q7,12704.0,3,
3526,105_s558,q7,12705.0,3,
3527,105_hr3121,q7,12714.0,3,
3528,105_hr1644,q7,12727.0,3,
3529,105_hr2460,q7,12737.0,3,
3530,105_hr4680,q7,12739.0,3,
3531,105_hr538,q7,12740.0,3,
3532,105_hr3551,q7,12752.0,3,
3533,105_s2431,q7,12753.0,3,
3534,105_hr2380,q7,12756.0,3,
3535,105_hr3601,q7,12757.0,3,
3536,105_s110,q7,12764.0,3,
3537,105_s1128,q7,12787.0,3,
3538,105_hr1847,q7,12799.0,3,
3539,105_s820,q7,12802.0,3,
3540,105_hr2867,q7,12834.0,3,
3541,105_hr3143,q7,12864.0,3,
3542,105_hr2591,q7,12865.0,3,
3543,105_s2460,q7,12867.0,3,
3544,105_hr4536,q7,12873.0,3,
3545,105_s1606,q7,12888.0,3,
3546,105_s1603,q7,12889.0,3,
3547,105_s534,q7,12898.0,3,
3548,105_s837,q7,12908.0,3,
3549,105_hr3010,q7,12928.0,3,
3550,105_hr1613,q7,12929.0,3,
3551,105_s754,q7,12931.0,3,
3552,105_s2449,q7,12932.0,3,
3553,105_hr1966,q7,12937.0,3,
3554,105_s380,q7,12940.0,3,
3555,105_s428,q7,12941.0,3,
3556,105_hr2950,q7,12961.0,3,
3557,105_hr1830,q7,13005.0,3,
3558,105_s467,q7,13006.0,3,
3559,105_s708,q7,13023.0,3,
3560,105_hr1330,q7,13027.0,3,
3561,105_hr4676,q7,13032.0,3,
3562,105_s2172,q7,13042.0,3,
3563,105_s1636,q7,13051.0,3,
3564,105_s1312,q7,13053.0,3,
3565,105_s1236,q7,13054.0,3,
3566,105_s1200,q7,13055.0,3,
3567,105_s1137,q7,13056.0,3,
3568,105_hr1881,q7,13058.0,3,
3569,105_s920,q7,13059.0,3,
3570,105_s33,q7,13063.0,3,
3571,105_hr3662,q7,13070.0,3,
3572,105_hr3342,q7,13074.0,3,
3573,105_s1564,q7,13075.0,3,
3574,105_s1674,q7,13078.0,3,
3575,105_hr4786,q7,13079.0,3,
3576,105_s2618,q7,13080.0,3,
3577,105_hr4201,q7,13086.0,3,
3578,105_s1923,q7,13091.0,3,
3579,105_s1750,q7,13093.0,3,
3580,105_s1224,q7,13097.0,3,
3581,105_hr2039,q7,13099.0,3,
3582,105_s626,q7,13102.0,3,
3583,105_s600,q7,13104.0,3,
3584,105_hr185,q7,13111.0,3,
3585,105_s40,q7,13113.0,3,
3586,105_s1512,q7,13117.0,3,
3587,105_s2450,q7,13125.0,3,
3588,105_hr4555,q7,13126.0,3,
3589,105_hr4450,q7,13128.0,3,
3590,105_s1897,q7,13132.0,3,
3591,105_s1709,q7,13133.0,3,
3592,105_s1692,q7,13135.0,3,
3593,105_hr2085,q7,13141.0,3,
3594,105_hr1634,q7,13143.0,3,
3595,105_s763,q7,13145.0,3,
3596,105_hr1194,q7,13147.0,3,
3597,105_hr1176,q7,13151.0,3,
3598,105_s2497,q7,13152.0,3,
3599,105_s2567,q7,13159.0,3,
3600,105_hr4378,q7,13160.0,3,
3601,105_hr4260,q7,13161.0,3,
3602,105_s1787,q7,13164.0,3,
3603,105_hr3065,q7,13169.0,3,
3604,105_hr2985,q7,13171.0,3,
3605,105_hr1494,q7,13178.0,3,
3606,105_hr1722,q7,13179.0,3,
3607,105_s794,q7,13180.0,3,
3608,105_hr1361,q7,13182.0,3,
3609,105_hr1459,q7,13183.0,3,
3610,105_hr1292,q7,13184.0,3,
3611,105_hr1410,q7,13185.0,3,
3612,105_hr1317,q7,13186.0,3,
3613,105_hr1195,q7,13187.0,3,
3614,105_hr982,q7,13188.0,3,
3615,105_s1599,q7,13195.0,3,
3616,105_s418,q7,13196.0,3,
3617,105_s2103,q7,13198.0,3,
3618,105_hr4218,q7,13204.0,3,
3619,105_s2380,q7,13205.0,3,
3620,105_hr4049,q7,13206.0,3,
3621,105_s2036,q7,13209.0,3,
3622,105_s1740,q7,13210.0,3,
3623,105_s1580,q7,13211.0,3,
3624,105_s1533,q7,13213.0,3,
3625,105_hr273,q7,13223.0,3,
3626,105_hr344,q7,13224.0,3,
3627,105_s2354,q7,13235.0,3,
3628,105_hr2408,q7,13238.0,3,
3629,105_hr2088,q7,13239.0,3,
3630,105_hr1767,q7,13240.0,3,
3631,105_hr1721,q7,13241.0,3,
3632,105_s384,q7,13243.0,3,
3633,105_hr4591,q7,13249.0,3,
3634,105_hr4568,q7,13251.0,3,
3635,105_hr4433,q7,13253.0,3,
3636,105_hr4264,q7,13254.0,3,
3637,105_s2347,q7,13257.0,3,
3638,105_hr3679,q7,13259.0,3,
3639,105_hr2548,q7,13261.0,3,
3640,105_s998,q7,13263.0,3,
3641,105_hr1971,q7,13265.0,3,
3642,105_hr1209,q7,13267.0,3,
3643,105_s446,q7,13268.0,3,
3644,105_hr341,q7,13270.0,3,
3645,105_s1722,q7,13271.0,3,
3646,105_s1422,q7,13277.0,3,
3647,105_hr2188,q7,13281.0,3,
3648,105_s1067,q7,13284.0,3,
3649,105_hr1463,q7,13287.0,3,
3650,105_s2210,q7,13290.0,3,
3651,105_hr2742,q7,13292.0,3,
3652,105_s2433,q7,13294.0,3,
3653,105_hr3642,q7,13295.0,3,
3654,105_hr3764,q7,13296.0,3,
3655,105_hr3315,q7,13297.0,3,
3656,105_s1611,q7,13300.0,3,
3657,105_hr2588,q7,13301.0,3,
3658,105_hr2319,q7,13302.0,3,
3659,105_hr231,q7,13307.0,3,
3660,105_hr963,q7,13309.0,3,
3661,105_s448,q7,13310.0,3,
3662,105_hr4608,q7,13323.0,3,
3663,105_hr2993,q7,13324.0,3,
3664,105_hr4495,q7,13327.0,3,
3665,105_hr1344,q7,13335.0,3,
3666,105_hr2222,q7,13337.0,3,
3667,105_hr778,q7,13341.0,3,
3668,105_hr635,q7,13342.0,3,
3669,105_s193,q7,13343.0,3,
3670,105_hr1835,q7,13345.0,3,
3671,105_s1287,q7,13351.0,3,
3672,105_hr2861,q7,13359.0,3,
3673,105_hr2647,q7,13360.0,3,
3674,105_hr2655,q7,13361.0,3,
3675,105_hr1148,q7,13362.0,3,
3676,105_hr1838,q7,13366.0,3,
3677,105_s304,q7,13374.0,3,
3678,105_s361,q7,13383.0,3,
3679,105_hr3212,q7,13385.0,3,
3680,105_hr2605,q7,13387.0,3,
3681,105_hr1588,q7,13388.0,3,
3682,105_hr1428,q7,13390.0,3,
3683,105_hr2955,q7,13392.0,3,
3684,105_s988,q7,13395.0,3,
3685,105_hr2090,q7,13396.0,3,
3686,105_hr1884,q7,13397.0,3,
3687,105_hr1576,q7,13398.0,3,
3688,105_s755,q7,13399.0,3,
3689,105_hr1259,q7,13400.0,3,
3690,105_hr1132,q7,13402.0,3,
3691,105_hr4006,q7,13404.0,3,
3692,105_hr1903,q7,13405.0,3,
3693,105_hr3980,q7,13406.0,3,
3694,105_hr4344,q7,13407.0,3,
3695,105_hr1493,q7,13411.0,3,
3696,105_hr2369,q7,13419.0,3,
3697,105_hr3891,q7,13433.0,3,
3698,105_hr4449,q7,13436.0,3,
3699,105_hr3048,q7,13445.0,3,
3700,105_hr1227,q7,13452.0,3,
3701,105_hr3829,q7,13454.0,3,
3702,105_hr4056,q7,13458.0,3,
3703,105_hr3710,q7,13464.0,4,
3704,105_s2097,q7,13467.0,4,
3705,105_hr1450,q7,13476.0,4,
3706,105_hr1849,q7,13478.0,4,
3707,105_hr2095,q7,13480.0,4,
3708,105_hr1302,q7,13481.0,4,
3709,105_hr1370,q7,13494.0,4,
3710,105_hr777,q7,13495.0,4,
3711,105_hr1404,q7,13502.0,4,
3712,105_hr3396,q7,13509.0,4,
3713,105_hr8,q7,13511.0,4,
3714,105_hr619,q7,13524.0,4,
3715,105_hr2652,q7,13532.0,4,
3716,105_hr1172,q7,13550.0,4,
3717,105_hr633,q7,13575.0,4,
3718,105_s1228,q7,13580.0,4,
3719,105_hr1658,q7,13619.0,4,
3720,105_hr2807,q7,13635.0,4,
3721,105_hr2202,q7,13663.0,4,
3722,109_hr2662,q7,13737.0,4,
3723,109_hr2388,q7,13743.0,4,
3724,109_hr3506,q7,13744.0,4,
3725,109_s956,q7,13745.0,4,
3726,109_hr5236,q7,13751.0,4,
3727,109_s3956,q7,13752.0,4,
3728,109_s4055,q7,13754.0,4,
3729,109_hr283,q7,13756.0,4,
3730,109_hr6374,q7,13760.0,4,
3731,109_hr3479,q7,13808.0,4,
3732,109_hr5707,q7,13813.0,4,
3733,109_s3835,q7,13817.0,4,
3734,109_hr3060,q7,13822.0,4,
3735,109_hr1355,q7,13823.0,4,
3736,109_hr5893,q7,13829.0,4,
3737,109_s4047,q7,13831.0,4,
3738,109_hr1424,q7,13834.0,4,
3739,109_hr599,q7,13846.0,4,
3740,109_hr3107,q7,13857.0,4,
3741,109_hr4709,q7,13859.0,4,
3742,109_hr5939,q7,13871.0,4,
3743,109_hr4172,q7,13881.0,4,
3744,109_hr3900,q7,13883.0,4,
3745,109_hr4518,q7,13885.0,4,
3746,109_s1968,q7,13893.0,4,
3747,109_s4063,q7,13898.0,4,
3748,109_hr1312,q7,13907.0,4,
3749,109_s645,q7,13912.0,4,
3750,109_hr6262,q7,13917.0,4,
3751,109_s3725,q7,13926.0,4,
3752,109_s1634,q7,13927.0,4,
3753,109_hr5318,q7,13929.0,4,
3754,109_hr5722,q7,13942.0,4,
3755,109_hr3556,q7,13949.0,4,
3756,109_s3825,q7,13950.0,4,
3757,109_hr744,q7,13951.0,4,
3758,109_s2039,q7,13954.0,4,
3759,109_s1419,q7,13955.0,4,
3760,109_hr314,q7,13957.0,4,
3761,109_s430,q7,13973.0,4,
3762,109_hr1871,q7,13978.0,4,
3763,109_hr4352,q7,13980.0,4,
3764,109_s1257,q7,13983.0,4,
3765,109_hr2620,q7,13992.0,4,
3766,109_hr1078,q7,14002.0,4,
3767,109_hr581,q7,14005.0,4,
3768,109_s477,q7,14006.0,4,
3769,109_hr4079,q7,14014.0,4,
3770,109_hr3524,q7,14025.0,4,
3771,109_s3880,q7,14029.0,4,
3772,109_hr800,q7,14032.0,4,
3773,109_hr6254,q7,14035.0,4,
3774,109_hr5341,q7,14058.0,4,
3775,109_s2671,q7,14060.0,4,
3776,109_s987,q7,14065.0,4,
3777,109_hr6140,q7,14078.0,4,
3778,109_hr420,q7,14093.0,4,
3779,109_hr4240,q7,14103.0,4,
3780,109_s968,q7,14124.0,4,
3781,109_hr5291,q7,14127.0,4,
3782,109_hr3772,q7,14134.0,4,
3783,109_hr3837,q7,14137.0,4,
3784,109_hr5610,q7,14145.0,4,
3785,109_s1875,q7,14148.0,4,
3786,109_s3514,q7,14156.0,4,
3787,109_hr4466,q7,14166.0,4,
3788,109_hr5013,q7,14172.0,4,
3789,109_s4060,q7,14175.0,4,
3790,109_hr5040,q7,14196.0,4,
3791,109_hr6328,q7,14204.0,4,
3792,109_s1967,q7,14206.0,4,
3793,109_hr4876,q7,14217.0,4,
3794,109_s1756,q7,14218.0,4,
3795,109_hr4982,q7,14247.0,4,
3796,109_hr4273,q7,14252.0,4,
3797,109_s946,q7,14257.0,4,
3798,109_hr4762,q7,14259.0,4,
3799,109_hr3582,q7,14260.0,4,
3800,109_hr470,q7,14261.0,4,
3801,109_hr764,q7,14264.0,4,
3802,109_hr2592,q7,14273.0,4,
3803,109_s2599,q7,14274.0,4,
3804,109_hr4278,q7,14278.0,4,
3805,109_s656,q7,14281.0,4,
3806,109_s3512,q7,14285.0,4,
3807,109_hr4543,q7,14288.0,4,
3808,109_hr5339,q7,14289.0,4,
3809,109_hr3174,q7,14293.0,4,
3810,109_hr5011,q7,14294.0,4,
3811,109_hr1026,q7,14299.0,4,
3812,109_hr5493,q7,14302.0,4,
3813,109_s3982,q7,14303.0,4,
3814,109_hr2177,q7,14307.0,4,
3815,109_hr743,q7,14308.0,4,
3816,109_hr997,q7,14309.0,4,
3817,109_hr1769,q7,14310.0,4,
3818,109_hr2194,q7,14317.0,4,
3819,109_hr5784,q7,14318.0,4,
3820,109_s2831,q7,14321.0,4,
3821,109_s1431,q7,14323.0,4,
3822,109_hr4815,q7,14331.0,4,
3823,109_hr1694,q7,14332.0,4,
3824,109_hr510,q7,14333.0,4,
3825,109_s500,q7,14334.0,4,
3826,109_hr3038,q7,14336.0,4,
3827,109_hr3094,q7,14342.0,4,
3828,109_hr5319,q7,14351.0,4,
3829,109_hr952,q7,14354.0,4,
3830,109_hr32,q7,14383.0,4,
3831,109_hr5092,q7,14411.0,4,
3832,109_s467,q7,14432.0,4,
3833,109_hr2318,q7,14515.0,4,
3834,109_hr875,q7,14522.0,4,
3835,109_hr3608,q7,14539.0,4,
3836,109_hr5219,q7,14549.0,4,
3837,109_hr3007,q7,14558.0,4,
3838,109_hr1011,q7,14565.0,4,
3839,109_hr1055,q7,14582.0,4,
3840,109_hr1378,q7,14583.0,4,
3841,109_hr392,q7,14584.0,4,
3842,109_hr3726,q7,14593.0,4,
3843,109_hr4976,q7,14595.0,4,
3844,109_hr5548,q7,14597.0,4,
3845,109_hr4285,q7,14598.0,4,
3846,109_hr5821,q7,14642.0,4,
3847,109_hr3655,q7,14644.0,4,
3848,109_hr4356,q7,14647.0,4,
3849,109_hr3566,q7,14648.0,4,
3850,109_hr4170,q7,14667.0,4,
3851,109_hr5956,q7,14672.0,4,
3852,109_s1926,q7,14686.0,4,
3853,109_hr1056,q7,14700.0,4,
3854,109_hr620,q7,14716.0,4,
3855,109_hr3568,q7,14721.0,4,
3856,109_hr6366,q7,14754.0,4,
3857,109_hr4524,q7,14757.0,4,
3858,109_s3878,q7,14761.0,4,
3859,109_s1375,q7,14774.0,4,
3860,109_hr1076,q7,14775.0,4,
3861,109_s1380,q7,14810.0,4,
3862,109_s994,q7,14811.0,4,
3863,109_hr5911,q7,14816.0,4,
3864,109_s1890,q7,14817.0,4,
3865,109_s1854,q7,14818.0,4,
3866,109_s1642,q7,14866.0,4,
3867,109_s3808,q7,14870.0,4,
3868,109_hr3109,q7,14871.0,4,
3869,109_s3559,q7,14874.0,4,
3870,109_s2046,q7,14876.0,4,
3871,109_hr3955,q7,14914.0,4,
3872,109_hr6045,q7,14916.0,4,
3873,109_s1180,q7,14917.0,4,
3874,109_s30,q7,14918.0,4,
3875,109_hr6382,q7,14919.0,4,
3876,109_hr5005,q7,14964.0,4,
3877,109_hr4535,q7,14967.0,4,
3878,109_s352,q7,14968.0,4,
3879,109_s4102,q7,14970.0,4,
3880,109_s3566,q7,14979.0,4,
3881,109_s1006,q7,15001.0,4,
3882,109_s3866,q7,15015.0,4,
3883,109_s3787,q7,15016.0,4,
3884,109_hr5820,q7,15020.0,4,
3885,109_s3971,q7,15048.0,4,
3886,109_hr3909,q7,15049.0,4,
3887,109_hr2865,q7,15050.0,4,
3888,109_hr6348,q7,15057.0,4,
3889,109_hr6031,q7,15058.0,4,
3890,109_s3800,q7,15062.0,4,
3891,109_s3533,q7,15064.0,4,
3892,109_s2410,q7,15071.0,4,
3893,109_s1737,q7,15082.0,4,
3894,109_hr2748,q7,15087.0,4,
3895,109_hr100,q7,15095.0,4,
3896,109_s3945,q7,15098.0,4,
3897,109_hr5966,q7,15099.0,4,
3898,109_hr2695,q7,15102.0,4,
3899,109_hr3501,q7,15103.0,4,
3900,109_hr6433,q7,15106.0,4,
3901,109_hr6123,q7,15111.0,4,
3902,109_hr5577,q7,15115.0,4,
3903,109_s3542,q7,15118.0,4,
3904,109_hr5549,q7,15121.0,4,
3905,109_hr5144,q7,15126.0,4,
3906,109_hr4422,q7,15129.0,4,
3907,109_s2237,q7,15130.0,4,
3908,109_s1788,q7,15132.0,4,
3909,109_s1993,q7,15134.0,4,
3910,109_s1866,q7,15138.0,4,
3911,109_hr2655,q7,15153.0,4,
3912,109_hr2843,q7,15154.0,4,
3913,109_hr1396,q7,15160.0,4,
3914,109_s673,q7,15161.0,4,
3915,109_hr5487,q7,15179.0,4,
3916,109_s4117,q7,15180.0,4,
3917,109_hr6038,q7,15181.0,4,
3918,109_hr5944,q7,15182.0,4,
3919,109_s1739,q7,15187.0,4,
3920,109_hr1731,q7,15188.0,4,
3921,109_hr6230,q7,15191.0,4,
3922,109_hr6070,q7,15193.0,4,
3923,109_hr5595,q7,15198.0,4,
3924,109_hr5178,q7,15201.0,4,
3925,109_s2452,q7,15208.0,4,
3926,109_hr4711,q7,15209.0,4,
3927,109_s1744,q7,15213.0,4,
3928,109_hr3518,q7,15214.0,4,
3929,109_s1539,q7,15215.0,4,
3930,109_s1406,q7,15218.0,4,
3931,109_s1374,q7,15219.0,4,
3932,109_hr2422,q7,15220.0,4,
3933,109_hr6339,q7,15235.0,4,
3934,109_hr6165,q7,15238.0,4,
3935,109_hr6071,q7,15239.0,4,
3936,109_hr5800,q7,15241.0,4,
3937,109_s3601,q7,15242.0,4,
3938,109_s3482,q7,15245.0,4,
3939,109_hr5265,q7,15249.0,4,
3940,109_s2630,q7,15251.0,4,
3941,109_s2019,q7,15260.0,4,
3942,109_hr4029,q7,15261.0,4,
3943,109_s1935,q7,15262.0,4,
3944,109_hr3787,q7,15264.0,4,
3945,109_hr3397,q7,15270.0,4,
3946,109_hr3272,q7,15271.0,4,
3947,109_s1216,q7,15274.0,4,
3948,109_hr666,q7,15283.0,4,
3949,109_s299,q7,15286.0,4,
3950,109_s8,q7,15290.0,4,
3951,109_s4100,q7,15297.0,4,
3952,109_hr6091,q7,15299.0,4,
3953,109_hr5307,q7,15311.0,4,
3954,109_hr4842,q7,15315.0,4,
3955,109_hr4917,q7,15316.0,4,
3956,109_s2392,q7,15317.0,4,
3957,109_s1975,q7,15324.0,4,
3958,109_s1874,q7,15326.0,4,
3959,109_s1177,q7,15328.0,4,
3960,109_s1640,q7,15329.0,4,
3961,109_hr3470,q7,15330.0,4,
3962,109_hr3366,q7,15331.0,4,
3963,109_s1428,q7,15335.0,4,
3964,109_s1260,q7,15337.0,4,
3965,109_hr2688,q7,15338.0,4,
3966,109_hr1870,q7,15341.0,4,
3967,109_hr1116,q7,15342.0,4,
3968,109_s385,q7,15345.0,4,
3969,109_hr368,q7,15349.0,4,
3970,109_s2140,q7,15353.0,4,
3971,109_hr4958,q7,15354.0,4,
3972,109_s2402,q7,15355.0,4,
3973,109_hr4662,q7,15356.0,4,
3974,109_s4069,q7,15360.0,4,
3975,109_hr6109,q7,15362.0,4,
3976,109_hr5306,q7,15366.0,4,
3977,109_s2280,q7,15367.0,4,
3978,109_hr4112,q7,15370.0,4,
3979,109_s654,q7,15371.0,4,
3980,109_hr3704,q7,15375.0,4,
3981,109_s1422,q7,15376.0,4,
3982,109_hr1770,q7,15377.0,4,
3983,109_s1352,q7,15378.0,4,
3984,109_hr2569,q7,15379.0,4,
3985,109_s1141,q7,15382.0,4,
3986,109_hr2353,q7,15386.0,4,
3987,109_hr1743,q7,15387.0,4,
3988,109_s765,q7,15390.0,4,
3989,109_hr1054,q7,15395.0,4,
3990,109_s115,q7,15397.0,4,
3991,109_hr6153,q7,15408.0,4,
3992,109_hr5278,q7,15412.0,4,
3993,109_hr4959,q7,15413.0,4,
3994,109_s2426,q7,15414.0,4,
3995,109_hr4668,q7,15418.0,4,
3996,109_hr4619,q7,15419.0,4,
3997,109_hr4632,q7,15420.0,4,
3998,109_hr4281,q7,15427.0,4,
3999,109_hr4099,q7,15429.0,4,
4000,109_hr2011,q7,15434.0,4,
4001,109_hr2737,q7,15435.0,4,
4002,109_s1059,q7,15437.0,4,
4003,109_hr1196,q7,15439.0,4,
4004,109_hr2185,q7,15440.0,4,
4005,109_s795,q7,15442.0,4,
4006,109_hr1601,q7,15443.0,4,
4007,109_hr477,q7,15444.0,4,
4008,109_s644,q7,15448.0,4,
4009,109_hr1272,q7,15449.0,4,
4010,109_hr870,q7,15450.0,4,
4011,109_s46,q7,15451.0,4,
4012,109_hr4871,q7,15454.0,4,
4013,109_s2178,q7,15455.0,4,
4014,109_s1680,q7,15457.0,4,
4015,109_hr6399,q7,15464.0,4,
4016,109_s3898,q7,15467.0,4,
4017,109_hr4065,q7,15469.0,4,
4018,109_hr5286,q7,15472.0,4,
4019,109_s2126,q7,15475.0,4,
4020,109_hr4372,q7,15478.0,4,
4021,109_s1620,q7,15481.0,4,
4022,109_s1437,q7,15483.0,4,
4023,109_hr2956,q7,15484.0,4,
4024,109_hr2109,q7,15485.0,4,
4025,109_hr1822,q7,15486.0,4,
4026,109_hr1047,q7,15490.0,4,
4027,109_hr1043,q7,15493.0,4,
4028,109_hr909,q7,15494.0,4,
4029,109_hr397,q7,15496.0,4,
4030,109_hr3942,q7,15501.0,4,
4031,109_hr6347,q7,15503.0,4,
4032,109_hr6129,q7,15504.0,4,
4033,109_hr6190,q7,15506.0,4,
4034,109_hr6172,q7,15508.0,4,
4035,109_hr5002,q7,15515.0,4,
4036,109_hr5001,q7,15516.0,4,
4037,109_hr4680,q7,15518.0,4,
4038,109_hr4388,q7,15520.0,4,
4039,109_hr4323,q7,15521.0,4,
4040,109_s1978,q7,15523.0,4,
4041,109_hr4106,q7,15525.0,4,
4042,109_hr1323,q7,15526.0,4,
4043,109_hr1952,q7,15530.0,4,
4044,109_hr1958,q7,15531.0,4,
4045,109_s773,q7,15534.0,4,
4046,109_s702,q7,15535.0,4,
4047,109_hr2928,q7,15539.0,4,
4048,109_hr6368,q7,15540.0,4,
4049,109_hr6419,q7,15541.0,4,
4050,109_s4051,q7,15543.0,4,
4051,109_hr6224,q7,15545.0,4,
4052,109_hr6015,q7,15548.0,4,
4053,109_hr5482,q7,15549.0,4,
4054,109_hr5582,q7,15553.0,4,
4055,109_hr3197,q7,15555.0,4,
4056,109_hr4929,q7,15559.0,4,
4057,109_hr5004,q7,15560.0,4,
4058,109_s2076,q7,15563.0,4,
4059,109_hr4469,q7,15564.0,4,
4060,109_s2032,q7,15568.0,4,
4061,109_hr3910,q7,15570.0,4,
4062,109_hr3358,q7,15573.0,4,
4063,109_s573,q7,15575.0,4,
4064,109_s1461,q7,15577.0,4,
4065,109_hr3170,q7,15578.0,4,
4066,109_hr2426,q7,15579.0,4,
4067,109_s1002,q7,15581.0,4,
4068,109_hr1738,q7,15582.0,4,
4069,109_hr1818,q7,15583.0,4,
4070,109_hr1300,q7,15585.0,4,
4071,109_s376,q7,15589.0,4,
4072,109_hr284,q7,15590.0,4,
4073,109_hr198,q7,15591.0,4,
4074,109_s1699,q7,15596.0,4,
4075,109_hr5371,q7,15604.0,4,
4076,109_s1082,q7,15606.0,4,
4077,109_s4037,q7,15608.0,4,
4078,109_hr6107,q7,15610.0,4,
4079,109_hr5440,q7,15620.0,4,
4080,109_hr4925,q7,15622.0,4,
4081,109_hr5242,q7,15623.0,4,
4082,109_hr4820,q7,15624.0,4,
4083,109_s1973,q7,15629.0,4,
4084,109_s1916,q7,15632.0,4,
4085,109_hr4110,q7,15633.0,4,
4086,109_hr3482,q7,15636.0,4,
4087,109_hr2815,q7,15641.0,4,
4088,109_hr2298,q7,15643.0,4,
4089,109_hr2206,q7,15646.0,4,
4090,109_hr1153,q7,15652.0,4,
4091,109_hr1414,q7,15653.0,4,
4092,109_hr6386,q7,15665.0,4,
4093,109_hr3729,q7,15670.0,4,
4094,109_hr4915,q7,15677.0,4,
4095,109_hr4438,q7,15679.0,4,
4096,109_hr3627,q7,15684.0,4,
4097,109_hr3545,q7,15685.0,4,
4098,109_hr1912,q7,15688.0,4,
4099,109_hr2428,q7,15690.0,4,
4100,109_hr2199,q7,15691.0,4,
4101,109_hr871,q7,15696.0,4,
4102,109_hr373,q7,15699.0,4,
4103,109_hr1317,q7,15708.0,4,
4104,109_hr5436,q7,15719.0,4,
4105,109_hr4898,q7,15722.0,4,
4106,109_hr5000,q7,15724.0,4,
4107,109_hr4360,q7,15727.0,4,
4108,109_s265,q7,15728.0,4,
4109,109_hr3706,q7,15732.0,4,
4110,109_s1622,q7,15733.0,4,
4111,109_hr1639,q7,15737.0,4,
4112,109_hr1595,q7,15744.0,4,
4113,109_hr5333,q7,15750.0,4,
4114,109_hr4423,q7,15752.0,4,
4115,109_hr4942,q7,15772.0,4,
4116,109_hr5253,q7,15779.0,4,
4117,109_hr4493,q7,15786.0,4,
4118,109_s1735,q7,15790.0,4,
4119,109_hr3622,q7,15792.0,4,
4120,109_hr719,q7,15795.0,4,
4121,109_s403,q7,15805.0,4,
4122,109_hr1141,q7,15819.0,4,
4123,109_hr377,q7,15820.0,4,
4124,109_hr2491,q7,15832.0,4,
4125,109_hr4436,q7,15836.0,4,
4126,109_hr1412,q7,15842.0,4,
4127,109_s354,q7,15851.0,4,
4128,109_hr2567,q7,15855.0,4,
4129,109_hr6138,q7,15856.0,4,
4130,109_hr3656,q7,15872.0,4,
4131,109_hr1059,q7,15879.0,4,
4132,109_hr798,q7,15881.0,4,
4133,109_hr2475,q7,15899.0,4,
4134,109_hr5588,q7,15908.0,4,
4135,109_s3595,q7,15912.0,4,
4136,109_s1713,q7,15920.0,4,
4137,109_hr6061,q7,15933.0,4,
4138,109_hr3936,q7,15938.0,4,
4139,109_s2271,q7,15972.0,4,
4140,109_hr3003,q7,15993.0,4,
4141,109_hr5948,q7,15999.0,4,
4142,109_hr6060,q7,16027.0,4,
4143,103_hr3375,q7,16162.0,4,
4144,103_hr3120,q7,16169.0,4,
4145,103_hr4030,q7,16170.0,4,
4146,103_s1431,q7,16175.0,4,
4147,103_s2118,q7,16181.0,4,
4148,103_hr3670,q7,16183.0,4,
4149,103_hr1011,q7,16185.0,4,
4150,103_hr4234,q7,16209.0,4,
4151,103_hr2892,q7,16213.0,4,
4152,103_hr324,q7,16217.0,4,
4153,103_hr3353,q7,16219.0,4,
4154,103_s1069,q7,16228.0,4,
4155,103_hr3351,q7,16230.0,4,
4156,103_hr4141,q7,16237.0,4,
4157,103_s32,q7,16241.0,4,
4158,103_hr3354,q7,16242.0,4,
4159,103_s1785,q7,16245.0,4,
4160,103_s1297,q7,16250.0,4,
4161,103_s451,q7,16253.0,4,
4162,103_hr538,q7,16254.0,4,
4163,103_s205,q7,16255.0,4,
4164,103_hr4116,q7,16260.0,4,
4165,103_hr4034,q7,16262.0,4,
4166,103_hr3501,q7,16263.0,4,
4167,103_hr3272,q7,16268.0,4,
4168,103_s864,q7,16270.0,4,
4169,103_s497,q7,16273.0,4,
4170,103_hr515,q7,16274.0,4,
4171,103_s1965,q7,16275.0,4,
4172,103_hr4179,q7,16283.0,4,
4173,103_hr1237,q7,16294.0,4,
4174,103_hr4075,q7,16302.0,4,
4175,103_hr2459,q7,16303.0,4,
4176,103_hr1706,q7,16321.0,4,
4177,103_hr358,q7,16324.0,4,
4178,103_hr2899,q7,16326.0,4,
4179,103_s639,q7,16329.0,4,
4180,103_hr1472,q7,16333.0,4,
4181,103_hr737,q7,16335.0,4,
4182,103_hr3595,q7,16337.0,4,
4183,103_hr2474,q7,16340.0,4,
4184,103_hr2406,q7,16343.0,4,
4185,103_hr2609,q7,16354.0,4,
4186,103_hr3383,q7,16360.0,4,
4187,103_hr1571,q7,16364.0,4,
4188,103_hr3877,q7,16366.0,4,
4189,103_hr3329,q7,16368.0,4,
4190,103_s2471,q7,16371.0,4,
4191,103_hr3950,q7,16372.0,4,
4192,103_hr4897,q7,16373.0,4,
4193,103_hr3746,q7,16376.0,4,
4194,103_s1628,q7,16377.0,4,
4195,103_hr3256,q7,16380.0,4,
4196,103_hr3125,q7,16381.0,4,
4197,103_s1217,q7,16385.0,4,
